,headline,category,short_description,date,Subjectivity,Polarity,Content Subjectivity,Content Polarity
2611,Here's How the Internet of Things Will Impact How We Work,BUSINESS,"Internet of Things, big data, social media, analytics, the cloud and mobile, combined with the millennial workforce, is powerful, indeed. Job opportunities are plentiful for those who can help bring it all together.",2015-03-23,0.0,0.0,0.3888888888888889,0.1111111111111111
2612,Facebook's War Continues Against Fake Profiles and Bots,BUSINESS,"While these accounts were deleted by Facebook, the actual account creation process has not changed very much, if at all. Programs pass updates to the people who have purchased them, and ""likes"" sellers simply create more accounts at the click of a button.",2015-03-22,1.0,-0.5,0.30428571428571427,0.19
2613,"Women in Business: Sandra Kessler, Good Feet Franchise",BUSINESS,"""They first should find a business that fits their personality, something they will be passionate about, and that passion becomes their strength and confidence to be a strong and successful business owner.""",2015-03-22,0.6000000000000001,0.7,0.7166666666666666,0.3458333333333333
2614,How to Communicate the Outcome of Your Assignment to Your Boss,BUSINESS,"When presenting the outcome of your assignment, it is important to choose the right elements of the way you handled the assignment. If you don't, you face the risk of being taken for granted, not getting enough credit for the assignment OR just simply taken advantage of your work.",2015-03-22,0.0,0.0,0.5982142857142857,0.17142857142857143
2615,"Women in Business: Megan Driscoll, Founder and President, PharmaLogics",BUSINESS,Megan Driscoll is the founder and president of  PharmaLogics. She has been recruiting in the bio-pharmaceutical industry for well over 17 years.,2015-03-22,0.0,0.0,0.0,0.0
2616,What's Needed to Become a Nonprofit Board Change Agent?,BUSINESS,Here are some qualifications for unusual board members that want to become change agents and lead boards and/or organizations to making substantial positive changes.,2015-03-22,0.0,0.0,0.7727272727272727,0.21363636363636362
2617,Time Warner Cable's Triple Play Gluttony and the Net Neutrality Rules,BUSINESS,"For those who say, well, the new net neutrality order will fix everything, (assuming it makes it through various, expected court battles), I'll detail a few of the good things about the order as it relates to these charges, then give you the reality -- it doesn't fix most things.",2015-03-22,0.0,0.0,0.36493506493506495,0.14805194805194802
2618,Governor Scott Walker vs. Unions,BUSINESS,"It is hard to believe, but most of prospective presidential candidate Walker's antipathy seems to be towards teachers unions and higher education, in particular. He has even proposed to cut the University of Wisconsin budget.",2015-03-22,0.0,0.0,0.46874999999999994,0.15625
2619,Why the Starbucks #RaceTogether Campaign Is Misguided,BUSINESS,"I applaud Schultz for wanting to be socially conscious but that shouldn't include potentially forcing me to engage in a conversation of Starbucks' choosing.  By doing so, the company is limiting my freedom of choice to discuss race when I want to, where I want to, and with whom I want to.",2015-03-21,0.0,0.0,0.75,0.05
2620,Why Compassion Is Vital in Sales,BUSINESS,Compassion isn't something you hear a lot about in business but when you let go of the need to crush the competition and tune into what is actually needed it can yield amazing results. My commitment to my clients is always to listen first and then use all the tools at my disposal to deliver the desired result.,2015-03-21,0.4,0.1,0.4444444444444444,0.2833333333333334
2623,Stop Asking Me for My Opinion,BUSINESS,"Most companies these days seem to be in relentless pursuit of my opinion and attitude, yet the questions they ask really don't encourage conversation. Sometimes they just ask me to log on and ""complete a survey."" Neither approach encourages any deepening of a relationship.",2015-03-21,0.0,0.0,0.3666666666666667,0.26666666666666666
2626,C-suite Men Stepping Down For 'Work-Life Balance' Is No Step Forward,BUSINESS,"Most of us can only dream of being in a position where we could make new rules the way that Schireson, Wong, El-Erian, and Pichette might have done instead of opting out. Let's hope that instead of these types of resignation letters becoming the norm in the name of work-life balance, we start hearing more about leaders who stay put and change the status quo.",2015-03-20,0.2888888888888889,-0.15555555555555559,0.6609090909090909,0.31727272727272726
2627,New Internet Radio Station Modeled on Heyday of FM Radio,BUSINESS,"In the birthplace of Rock and Roll, a radio station has signed on the air with an unusual format that aims to take radio forward and backward at the same time.",2015-03-20,0.45454545454545453,0.13636363636363635,0.5625,0.1
2630,Down the Talent Drain: Where Are All the Female Leaders?,BUSINESS,"The increasing influence of women is challenging us all to adapt and realign ourselves to the needs of a new society. Engaging women in the workplace, especially at the leadership level, is an essential part of the new collaborative economy.",2015-03-19,0.2277777777777778,-0.07777777777777779,0.6515151515151515,0.19545454545454546
2631,The Tech Mogul: Teja Yenamandra,BUSINESS,"When you think about starting a technology company the first thing that comes to mind might not be hip-hop. To some though, they are one in the same. Teja Yenamandra is the CEO Gun.io. They are a technology company that connects high quality freelance developers to well paying projects.",2015-03-19,0.0,0.0,0.2745833333333333,0.10250000000000001
2633,Nuclear Workers Deserve Better from Bechtel,BUSINESS,"It's not too late for LLNS (Bechtel and The Regents) to do the right thing by these dedicated workers. But whether or not they do, one thing's for sure. As one op -ed put it, ""If ever there were a poster boy for privatization gone bad, this is it.""",2015-03-19,0.5,0.5,0.6728174603174603,-0.053571428571428534
2637,15 Years of FTC Failure to Factor Privacy Into Merger Reviews,BUSINESS,"In many cases, companies that previously built their businesses on promises not to collect or share personal data then were absorbed by companies without such commitments, betraying the trust users had placed in the original companies.",2015-03-19,0.3,-0.3166666666666667,0.5194444444444445,0.16805555555555554
2638,It's Still Pretty Hard For Women To Get Free Birth Control,BUSINESS,Obamacare was supposed to make birth control free for all women. But that reality is still far off.,2015-03-19,0.7805555555555556,0.11944444444444445,0.9,0.25
2640,Bad Sports: Why a Comcast/Time Warner Cable Merger Would Hurt Fans,BUSINESS,"Comcast and Time Warner Cable want the American People's permission to merge. The only answer for federal, state and local governments and regulators is to make a goal-line stand for sports fans and say no.",2015-03-18,0.6666666666666666,-0.6999999999999998,0.3333333333333333,0.0
2641,A Bittersweet Day for the Circus,BUSINESS,"We know the animal rights groups will not miss the elephants in the circus, but our family will miss them. Perhaps a trip to a certain elephant conservation center in Florida is in our future.",2015-03-18,0.0,0.0,0.2654761904761905,0.03809523809523809
2642,Startup Seed Funding for the Rest of Us,BUSINESS,"When you set out to raise money, you think you're doing it based on the strength of your ideas, but most investors are looking equally if not mostly at the team.",2015-03-18,0.0,0.0,0.5,0.125
2643,Top 80 US Real Estate Crowdfunding Sites Open New Doors in 2015,BUSINESS,"The evolution of crowdfunding as a new investment vehicle in the US real estate industry has been remarkable in the past few years. Since the JOBS Act was passed into law in 2012, platforms specializing in crowdfunding real estate projects have mushroomed across the country.",2015-03-18,0.43863636363636366,0.20909090909090908,0.3590909090909091,0.1393939393939394
2644,Clean & Clear Features a Transgender Consumer,BUSINESS,"They say time heals all wounds. I've been around a long time in the marketing world, and I'm still licking a few old wounds. Like when I forgot to put wedding rings on a couple we were featuring in a print ad.",2015-03-18,0.5416666666666667,0.23333333333333336,0.2333333333333333,-0.049999999999999996
2647,The 10 Cities With The Longest Work Weeks,BUSINESS,Feeling overworked? Moving to a different city could help.,2015-03-18,0.0,0.0,0.6,0.0
2648,Invite Your Customer Into the Boardroom,BUSINESS,"Adding customer discussions to the Board agenda is an important part of a broader customer engagement strategy with the board, including the regular review of customer survey results, engagement metrics, segmentation reviews.",2015-03-17,0.0,0.0,0.5384615384615384,0.2
2649,Coloring Outside the Lines,BUSINESS,"I had dinner with my brother and his family the other day. At the restaurant, his son the kindergartner, is coloring with crayons. He is trying like crazy to color inside the lines, his tongue is sticking out with maximum concentration.",2015-03-17,0.05,0.0,0.6375,-0.3625
2650,More to Sell-Off Than Potential June Rate Increase,BUSINESS,A market in transition can mean only one thing in our current environment. A potential top and the beginning of a bear market or longer-term correction.,2015-03-17,0.75,0.25,0.7175,0.0375
2651,The Reinvention of the Cadillac: Daring to Be Different,BUSINESS,"My dad was a loyal Cadillac driver and consumer of the iconic and classic brand. I remember climbing into the soft, plush leather seats with plenty of room to sit back, relax and enjoy the ride.",2015-03-17,0.6,0.0,0.39166666666666666,0.25
2652,Sustainability Conference in Seattle Shares That the Best Innovations in CSR Are the Simplest,BUSINESS,"During his keynote, Vik Sahney, REI DVP of Strategy and Sustainability, shared that ""CSR is not about doing less bad, it's about changing the way you do everything.""",2015-03-17,0.3,1.0,0.36666666666666664,-0.43333333333333324
2653,What Patients Deserve to Know About Hospitals,BUSINESS,"This Patient Safety Awareness Week, let's be more than aware -- let's be vocal about the change we'd like to see. Consumers entrust their lives to the health care industry. The stakes couldn't be higher for our families, and we are entitled to know how the system really works.",2015-03-17,0.0,0.0,0.3625,0.3
2654,The Secret to Greater Success Is... Learning How to Sell,BUSINESS,"Perhaps the most important subject you can study and learn is sales. Yet many of the smartest students avoid learning it, and some of the best colleges shun teaching it.",2015-03-17,0.39999999999999997,0.13333333333333333,0.5266666666666666,0.44666666666666666
2655,3 Questions Every Company Should Be Asking Before Making a New Hire,BUSINESS,But how do you know if you're bringing someone on board ready to make lightning strike twice? One way to get you closer to finding out is asking these three questions during the interview.,2015-03-17,0.45454545454545453,0.13636363636363635,0.5,0.2
2656,How Wearable Technology Will Change Social Media,BUSINESS,"The ways we use a smart watch (or other wearable device) will gradually begin to evolve to better suit the device, and those changes will have a significant effect on the scope of social media and how businesses use it to interact with their consumers.",2015-03-17,0.06666666666666667,0.03333333333333333,0.49190476190476196,0.19952380952380952
2657,"What's Your R.O.T.? The More You Know, The More You Make",BUSINESS,"The other day I was tired. Not just yawn tried, but so tired my head hurt, my feet hurt and everything in between hurt.",2015-03-17,0.5,0.5,0.5916666666666667,-0.30833333333333335
2658,Do We Need Managers?,BUSINESS,"What would happen at your organization, if there were no managers? Would everything fall apart and go into chaos or would you see a more engaged workforce and a more successful organization?",2015-03-17,0.0,0.0,0.65,0.5833333333333334
2659,One Hack That Turns a Loyal Customer Into a Lifelong Loyal Customer,BUSINESS,Loyal customers are great. Implementing little hacks to guarantee them into loyal-for-life customers like Starwood has done for me this morning? Priceless.,2015-03-17,0.7555555555555555,0.18888888888888888,0.7708333333333334,0.4864583333333333
2660,5 Ways Resilient People Use Failure to Their Advantage,BUSINESS,"Everyone has the ability to build mental strength and develop increased resilience. It's all about the choices we make and the desire to become better. With hard work, we can learn to use setbacks as opportunities to grow stronger.",2015-03-17,0.3,-0.3166666666666667,0.4138888888888889,0.036111111111111115
2661,Philippines' City of Illusions: Time for an Economic 'EDSA Revolution',BUSINESS,"What the Philippines needs more than ever is a true economic revolution, one that ensures the Philippines is not only a democracy in formal-political terms, but instead founded upon the principle of éga-liberté: Political freedom built upon an egalitarian economic system.",2015-03-16,0.2,0.2,0.44166666666666665,0.20833333333333334
2663,Do Directors View Their Nonprofit Boards Through Rose-Colored Glasses?,BUSINESS,"Having served as a volunteer director, board chair and consultant, I am often tempted to call it the nonprofit ""mistake."" It is, in some instances, a perception that may blindside the director and stunt the growth potential of the organization.",2015-03-15,0.0,0.0,1.0,0.0
2664,Workers at Louisiana Refineries Assess Tentative USW-Shell Deal,BUSINESS,"The United Steelworkers Thursday reached a possible four-year pact with Shell Oil in a seven-state strike that spread to 12 refineries and three other plants. Three weeks ago, most of the USW's more than 700 combined members joined the walkout.",2015-03-15,0.0,0.0,0.59375,0.21875
2665,The $17K Watch and the Art of Deflection,BUSINESS,The art of deflection is practiced by smart marketers all the time. It is your responsibility to be aware and look out for the underlying motivation in an offer and how it is packaged. It's not easy to spot it as the crowd starts talking about what the marketer wants them to talk about.,2015-03-15,0.0,0.0,0.4565476190476191,0.11190476190476191
2666,"Women in Business: Gloria Pitagorsky, Managing Director/Executive Producer, Heard City",BUSINESS,"Gloria Pitagorsky on if she maintains a work/life balance: ""I don't, and I'm okay with that. We shouldn't kill ourselves striving for that perfect work/life balance.""",2015-03-15,0.0,0.0,0.75,0.75
2667,"Women in Business: Tracy Benson, Founder and CEO, On the Same Page",BUSINESS,"""Take all those tapes playing in your head of people telling you what you can and cannot do -- and burn them, along with the subtle fears and insecurities you didn't even know you had absorbed over the years.""",2015-03-15,0.125,0.0,0.7,-0.016666666666666663
2668,The Toxic Boss Syndrome,BUSINESS,How many of us can relate to the movie Office Space and the infamous boss Bill Lumbergh? Most people would say that they can easily point to a boss that they currently have or have had who could have served as a role model for the movie character.,2015-03-14,0.0,0.0,0.6466666666666667,0.18666666666666668
2669,"Ken Chan: Don't Focus on Specific Task, But on Long-Term Career Path",BUSINESS,"I am lucky to have different mentors and advisors in different stages of my career, from design to business. The most inspirational one for me is when someone told me not to think about business when I am not a marketer. His saying actually prompted me to register a master degree in marketing.",2015-03-14,0.125,0.0,0.6055555555555555,0.2222222222222222
2670,6 Ways to Improve Your Performance at Work,BUSINESS,"But once a human being is at the office, productivity does not automatically happen. There are numerous distractions, even obligations, that can keep a person from performing their job duties to the best of their ability. This, in turn, can prevent salary raises and promotions.",2015-03-14,0.0,0.0,0.3,0.3333333333333333
2671,Your Guide to SXSW Interactive 2015,BUSINESS,"At SXSW Interactive, it's all about community and innovation. It undoubtedly stands up to the self-proclamation as ""the place to preview the technology of tomorrow today.""",2015-03-14,0.0,0.0,0.0,0.0
2672,Hanging with High Achievers,BUSINESS,"I don't think it is overt, but high achievers have a sixth sense of who is worthy of their most precious commodity, time, and who is looking for instant gratification.",2015-03-14,0.5399999999999999,0.16,0.7413333333333333,0.29866666666666664
2673,Froilan de Dios: Discover Where Your Passion Lies and Where Your True North Points,BUSINESS,"Having started his career in accountancy and law, Froilan de Dios, shares his professional journey that allowed him to work in Philippines' neigboring countries such as Malaysia, Indonesia, Vietnam.",2015-03-14,0.65,0.35,0.3,0.05
2675,Learning From Mistakes,BUSINESS,"The important thing is to remember what you have learned from a failure of the past and apply it to your life today, as well as passing along to others your new-found knowledge acquired as a result of a past mistake or failure.  Failing doesn't mean that you are a bad person who needs to be punished.",2015-03-14,0.0,0.0,0.4934523809523809,-0.24940476190476188
2678,Don't Do What This CEO Did...,BUSINESS,"The executive team is not just a group of people. It is a highly skilled, trained, and experienced collection of individuals that TOGETHER create a powerful force for the company. Make sure you utilize this power for the greater good.",2015-03-12,0.0,0.0,0.7314814814814815,0.5499999999999999
2679,EEOC Releases 2014 Statistics,BUSINESS,"Harassment training needs to be comprehensive. Long gone are the days of the narrow focus of sexual harassment. Racial, ethnic and harassment based on disability are too common today. Training and policies need to reflect that harassment of any kind is unlawful and inexcusable.",2015-03-11,0.0,0.0,0.6066666666666667,0.11000000000000001
2681,6 Toxic Beliefs That Will Ruin Your Career,BUSINESS,There is nothing wrong with making a mistake. It's what you say to yourself after you mess up that matters. Your self-talk (the thoughts you have about your feelings) can either magnify the negativity or help you turn that misstep into something productive.,2015-03-11,0.0,0.0,0.5375,-0.3375
2682,Communicate Your Backstory to Connect,BUSINESS,"If you intend to influence others, consider the backstory as the context -- and the gateway -- for your communication and connection.",2015-03-11,0.0,0.0,0.0,0.0
2683,Environmental Innovation: Nice or Necessity?,BUSINESS,"Environmental innovations are much more than nice; they are also fiscally sound practices that add value and provide a tremendous boost to the bottom line. And eventually, they have a domino effect",2015-03-11,1.0,0.6,0.725,0.4583333333333333
2684,Mulligan Time: 5 Foolproof Ways to Tap a New Career,BUSINESS,"It turns out, taking a Mulligan, doing it over, is the key to survival in today's convoluted, fast changing economy. If you have chosen to give reinventing yourself a try, make sure you do it correctly.",2015-03-11,0.45454545454545453,0.13636363636363635,0.8296296296296296,0.2333333333333333
2685,"What ""Weird Al"" Can Teach About Career Longevity",BUSINESS,"This weekend ""Weird Al"" Yankovic performed his classic song Yoda as a duet with Jodi DiPiazza, a 13-year-old autistic girl, at Comedy Central's ""Night of Too Many Stars.""",2015-03-11,1.0,-0.5,0.42333333333333334,-0.006666666666666687
2686,Social Media Etiquette for College Students and Young Professionals,BUSINESS,The effects of social media are never more than a click away and everything you do can potentially be captured for the entire world to see.,2015-03-11,0.23333333333333334,0.06666666666666667,0.5479166666666666,-0.05416666666666667
2687,Looking Through the Glass Ceiling,BUSINESS,"The question is no longer: ""Should we have women in leadership roles?"" Rather, it's ""How do we get them there?"" The challenge is no longer overt gender-based discrimination -- it's unconscious bias.",2015-03-10,0.0,0.0,0.0,0.0
2688,3 Steps to Setting Client Expectations,BUSINESS,"Many years ago, a woman emailed to ask if I could build her new website. She had heard about my work through a friend, saw my name listed on other websites, and gushed about my portfolio.",2015-03-10,0.0,0.0,0.4431818181818182,0.17045454545454544
2689,"The Generation Gap Isn't Going Anywhere, So Use it to Your Advantage",BUSINESS,"My symbiotic mentor/mentee relationship taught me the value of forming inter-generational bonds. As I continue to grow in age and experience, I'll never forget the priceless lessons I'm learning from seasoned vets in the game.",2015-03-10,0.0,0.0,0.5499999999999999,0.2833333333333333
2691,From Powder Puff to Powder Keg: The Changing Face of Women Today,BUSINESS,"Much has changed for women. The fact that we have International Women's Day, or that many organizations host Women in Leadership events to empower women, or women feel they can mobilize to effect positive change is testimony to progress.",2015-03-10,0.0,0.0,0.31136363636363634,0.2318181818181818
2692,Has Instant Messaging Become More Annoying Than Email? 5 Steps for More Productive Pinging,BUSINESS,Instant messaging is probably the type of workplace communication that we put the least amount of thought into. But approaching it more mindfully will help improve the productivity of both you and your colleagues and ease the frustrations that come from mismatched communications.,2015-03-10,0.6416666666666666,0.04999999999999999,0.39166666666666666,0.05
2693,The Biggest Scam of Them All?,BUSINESS,"Only a tiny percentage of active fund managers demonstrate evidence of skill. Identifying them prospectively is exceedingly difficult and, even if you could do so, it's unlikely their stellar performance will persist.",2015-03-10,0.0,0.0,0.6416666666666667,-0.14722222222222223
2694,The Growing Importance of Managers in Employee Engagement,BUSINESS,"Long overlooked, or at least given a lower priority in many companies, internal communications has seen a surge in perceived value in recent years. Names may change, but it is clear there are two significant and desired action items for employees to embrace.",2015-03-10,0.0,0.0,0.3635416666666667,0.090625
2695,Sympathy Is for Corporate Wimps,BUSINESS,"Empathy, often incorrectly used as a synonym for sympathy, may be the better response in corporate life, which increasingly calls for more authenticity. In fact, empathy is considered to be one of the most valuable things taught at acclaimed Harvard Business School these days.",2015-03-10,0.0,0.0,0.375,0.375
2696,How to Manage Executive Onboarding the Way McDonald's Brings in New Franchisees,BUSINESS,"If everyone treated executive onboarding the way McDonald's brings its franchisees into the fold, the failure rates for new leaders would plummet. In particular, increase your investment in the screening process, two-way qualification and onboarding executives across time, locations and media.",2015-03-10,0.45454545454545453,0.13636363636363635,0.36262626262626263,-0.004545454545454565
2697,Class Action Suit vs. Beneful Will Be Hard to Prove,BUSINESS,"Dog foods are more than the sum of their parts. Think of it this way: if someone is a bad cook, it doesn't really matter if they use the finest ingredients. The meal they make can be inedible. On the other hand, a good cook can take humble ingredients and make a delicious meal.",2015-03-10,0.3208333333333333,-0.09583333333333334,0.5345238095238095,0.19642857142857145
2698,The Rhythm of the Business Dance: 6 Essential Steps of Pattern Recognition,BUSINESS,"Business and dancing seem like two pretty different animals, don't they? But, they really have more in common than you realize. It can not only help you transform your happiness in the workplace, but focus your mind to recognize patterns and then identify and pursue relevant opportunities.",2015-03-09,0.3,0.0,0.6125,0.21875
2700,"Imagination, the Precursor of Creative Thinking",BUSINESS,"In the end, it turns out that imagining and day dreaming are not a waste of time -- as some people still tend to think.",2015-03-09,1.0,0.5,0.0,0.1
2701,"Women in Business: Tessie Topol, Vice President, Corporate Social Responsibility, Time Warner Cable",BUSINESS,"Tessie Topol is Vice President of Corporate Social Responsibility (CSR) at Time Warner Cable. In this role, she is responsible for developing and implementing the company's corporate philanthropy and overall CSR strategy and programs.",2015-03-09,0.03333333333333333,0.016666666666666666,0.12333333333333334,0.04666666666666667
2702,Find Your Business's Voice Before a Parody Account Does,BUSINESS,"If Arby's themselves tweeted with self-deprecating, dark humor, I'm not sure if they'd get the same following. People who follow and respond to Nihilist Arby's aren't necessarily Arby's food fans.",2015-03-09,0.0,0.0,0.5027777777777778,-0.08
2703,Solidifying a Gold Standard TPP,BUSINESS,"The next round of TPP negotiations begin in Hawaii on Monday and it is highly probable that this meeting could be one of the last before the pact is finalized. As we reach the potential end point, effective IP protections cannot be overlooked.",2015-03-09,0.0,0.0,0.4677777777777778,0.09333333333333332
2706,"Women in Business: Diana L. Burley, Cybersecurity Professor, George Washington University",BUSINESS,"For nearly 20 years, Dr. Diana L. Burley has acted as a consultant to corporations and government agencies in navigating issues related to IT-enabled change, cybersecurity workforce development and knowledge management.",2015-03-08,0.0,0.0,0.4,0.05
2707,"Women in Business: Jianna King, Jodi Gallen, Jaysie McLinn, North County Deals",BUSINESS,"Combined, Jaysie, Jianna and Jodi have an immense business background in sales, marketing, business development and operations. Their intricate involvement in the school systems allows the local moms to really make a difference with their new venture.",2015-03-08,0.0,0.0,0.41363636363636364,0.08409090909090909
2708,3 Habits Killing Your Productivity,BUSINESS,"In our attempt to be better at our jobs, to be more accessible and more open to new opportunities which could be your next big break, you may actually be engaging in habits that are hindering you.",2015-03-08,0.0,0.0,0.4032828282828283,0.2679292929292929
2709,Is There Truth in the Statement That ALL Nonprofits Are Actually Businesses?,BUSINESS,"Many nonprofit boards, managers and staff figuratively stand ten feet tall for what they accomplish. They deserve to have the appropriate tools used by business boards and business managers to do their jobs.",2015-03-08,0.1,0.0,0.3333333333333333,0.3333333333333333
2710,Who Needs Buyer Personas?,BUSINESS,"If your business card has the words ""Sales"" or ""Marketing"" anywhere in the title, you need to get this book. It will teach you how to stop wasting your time chasing people who will never ever be your customers.",2015-03-08,0.0,0.0,0.0,0.0
2711,Why Law Firms Fail,BUSINESS,"Smart people overestimate the importance of being a smart person. To be the best lawyer, or the best collection of lawyers, is not enough; it doesn't even guarantee you stay in the game.",2015-03-08,0.29999999999999993,-0.5,0.46428571428571436,0.33809523809523817
2712,How to Be an Entrepreneur Who Can See Around Corners,BUSINESS,"Every entrepreneur realizes that change is now the norm, and they have to adapt their business quickly to survive and prosper. In fact, the best entrepreneurs seem to see breakthrough changes coming even before they really happen, and are able to turn them into huge new opportunities.",2015-03-08,0.0,0.0,0.4965909090909091,0.4282828282828282
2714,The Uncommon Reasons for the Rise of Stress,BUSINESS,"Do you feel like there is an unlimited supply of stress in this world? No, not the kind of stress that comes with growth. Unfortunately, it is the kind of stress that comes with being stuck. Common sense says that your growth is hugely influenced by the right investments you make in yourself.",2015-03-07,1.0,0.8,0.7892857142857143,0.18095238095238098
2715,Are Newspapers on the Ropes?,BUSINESS,"There is no question about it: most newspapers in the United States are on the ropes.  They are not yet down and out, but they are close to that knockout blow.  I know this, as most of you readers do, from personal experience.",2015-03-07,0.0,0.0,0.39722222222222225,0.2111111111111111
2716,6 Things to Do If You Work for a Jerk,BUSINESS,"Rude, abrasive and downright hostile people are a fact of life. We have no choice in that. The choice we do have is how we handle them -- by not letting their problems feed our own.",2015-03-07,0.0,0.0,0.8,0.15
2717,Change Within to Create Change on the Outside,BUSINESS,You no longer become eager to see what others do and want to change their attitudes and actions. This significantly reduces your burnout and frustration. You become refueled from within.,2015-03-06,0.05,0.0,0.875,0.375
2718,Does Your Marketing Plan Need an Exit Strategy?,BUSINESS,"Marketers and small business owners rarely think about the terms, ""Marketing Plan"" and ""Exit Strategy"" and use them in the same sentence.",2015-03-06,0.0,0.0,0.47500000000000003,0.016666666666666663
2719,What The Future of Work Will Look Like: Exploring Various Scenarios with PwC,BUSINESS,"Toni Cusumano is the Principal and Technology Sector Human Capital Leader at PwC, and she and her team have been spending a lot of time exploring what the future of work is going to look like.",2015-03-06,0.3125,0.0,0.1125,0.0
2720,Founder Leadership Models,BUSINESS,"If you can navigate a leadership model that keeps the founder involved and engaged in the business as it scales, it meaningfully improves your odds that startup magic will happen.",2015-03-06,0.0,0.0,0.75,0.5
2721,Mosaic of a Lady: 5 Super Femme Stories,BUSINESS,"How do we tell the story about women today? A portrait, more like a contemporary mosaic, if you will, emerged, of disruptive, brilliant, super femmes from diverse backgrounds around the globe, as I interviewed five women to celebrate International Women's Day.",2015-03-06,0.6666666666666666,0.3333333333333333,0.4666666666666666,0.38
2722,'Paleo-ing' Your Business and Career Is the Key Ingredient for Your Success,BUSINESS,So what could paleo eating and success in your business and career possibly have in common? Actually -- pretty much everything.,2015-03-06,0.5,0.15,0.54,0.09
2724,How Energy Industry Benefited From Keystone XL Veto,BUSINESS,"With the announcement that Obama vetoed the Keystone Pipeline XL, there was a great deal of moaning in the energy industry. However, when you look at the simple economics, it is obvious there was also a collective sigh of relief.",2015-03-05,0.0,0.0,0.5357142857142857,0.26666666666666666
2725,Why Employees Should Use Collaboration Tools at Work,BUSINESS,Why should employees use collaboration tools at work? A lot of organizations state that one of the biggest challenges they face is employee push-back. Employees don't want to use the tools and technologies.,2015-03-05,0.0,0.0,0.0,0.0
2726,The Hottest Cars at the Geneva Auto Show,BUSINESS,"You can count on the semi-annual Geneva auto show to bring out the most outrageous pieces of automotive design. In the heart of Europe, the show is a magnet for high-end manufacturers and well-heeled car enthusiasts looking for their next conspicuous ride.",2015-03-05,0.0,0.0,0.5,-0.16666666666666666
2727,"What You Think About, You Bring About",BUSINESS,"Our behaviors are a lot like viruses in that they are infectious and easily copied by others. It's human nature for people to unconsciously copy examples that are modeled for them, good or bad.",2015-03-04,0.0,0.0,0.55,0.10833333333333336
2728,How to Forge Winning Client Relationships,BUSINESS,And be willing to play nice with others. Many of our clients have a range of marketing agencies they work with. These clients are most successful when their marketing programs work in concert and this means the agencies being willing to work together vs. engaging in a land grab for more budget.,2015-03-04,0.75,0.5,0.70625,0.46875
2729,How 'HR' Scares Away Talent,BUSINESS,It's a different job market now. Joining the long-term unemployed and those left lost and given up in the wake of the Great Recession are now people who have found work. Valuable Talent now looking for what's next. Talent that could mean the difference between the success and failure of your company.,2015-03-04,0.0,0.0,0.3339285714285714,0.06726190476190477
2730,Business Innovation: What Market Leaders Can Learn From Video Games,BUSINESS,"Video game makers are constantly forced to reinvent their products, services and even core value propositions on a regular basis. Consumer products makers, manufacturers, retailers and businesses in virtually any category would do well to follow their lead.",2015-03-04,0.0,0.0,0.22564102564102564,-0.23333333333333336
2731,The Internet of Things: 3 Reasons Why Women Entrepreneurs Should Be Technologized,BUSINESS,"More than understanding the current guise of the IoT, is the importance for women entrepreneurs to understand long-term impact of using technology for business.  It is more than just setting up a website and using all the bells and whistles to bring in new customers.",2015-03-04,1.0,0.5,0.4636363636363636,0.28409090909090906
2732,Thoughts on the Future of Productivity: An Interview with Brent Frei,BUSINESS,"If it seems like there's an app for everything these days, you're right. What's the perfect or right tool?",2015-03-03,0.125,0.0,0.6904761904761904,0.5238095238095237
2734,A Currency Chapter in the TPP Will Not Diminish our Fed's Independence,BUSINESS,"I'm sympathetic to the notion that since we already have lower tariffs than our trading partners, there are gains to be made on this front. But if the negotiators are truly saying we simply cannot have a trade deal that blocks currency managers, then maybe we shouldn't have a trade deal.",2015-03-03,0.0,0.0,0.6785714285714286,0.25
2735,Millennials Love Cars And Detroit Doesn't Know It,BUSINESS,"It's been easy to buy into the myth that young people dislike cars because they're young and poor. But for the approximately 80 million millennials in the U.S., there's a long way to go before they give up car ownership in favor of ride sharing and bikes alone.",2015-03-02,0.6,0.5,0.5388888888888889,-0.03611111111111112
2736,Marketing Agency Darwinism: Grow or Go,BUSINESS,"Truth be told, though we live and die by our to-do lists, when we started our agency we didn't have a business plan. What we did have was an identified need, a good idea and a bottle of wine to fuel our courage to take the plunge.",2015-03-02,0.0,0.0,0.55,0.41818181818181815
2737,From Boy Band To Business Leader: What C-suite Executives Can Learn From Kevin Jonas,BUSINESS,I'll be the first to admit that I didn't give much thought to the idea of Kevin Jonas as a businessman. He's a musician. An actor. But a business mogul?,2015-03-02,0.0,0.0,0.26666666666666666,0.225
2738,Investment Crowdfunding Draws a Crowd,BUSINESS,"It's getting crowded in the investment crowdfunding space, and that's excellent news. Almost any asset can benefit from investment crowdfunding and, as more types succeed, that will cause still more niche platforms to launch.",2015-03-02,0.0,0.0,0.6666666666666666,0.6666666666666666
2739,Subscription Business Models Are Startup Favorites,BUSINESS,"Every new business quickly realizes that revenue coming in every period on a committed basis is the Holy Grail to survival and growth. According to many experts, getting new customers is five to ten times harder than getting additional revenue from existing customers.",2015-03-01,0.0,0.0,0.3181818181818182,0.16767676767676765
